STL loaded: 61329 triangles
Dimensions: X[-0.475..1.102] Y[-0.390..0.343] Z[-0.503..0.779] m

=============================================================
    TURBO MONSTER 1.3L TRIPLE тАФ COMBAT SIMULATION
    2-Stroke | Turbo | Direct Injection | ALS Active
=============================================================
Time(s) | RPM   | Boost | EGT(C) | Wf(g/s) | Power(kW) | Torque(Nm) | Mode
-----------------------------------------------------------------
   0.0 |     1 | 1.01 |  227 |    0.06 |      0.0 |      0.0 | G0   0km/h | OFF
  10.8 | 10980 | 1.28 |  574 |   17.49 |    142.9 |    121.8 | G4 512km/h | ALS-SPOOL
  10.9 | 11048 | 1.28 |  568 |   17.22 |    139.0 |    117.6 | G4 515km/h | ALS-SPOOL
  11.0 | 11114 | 1.28 |  563 |   16.97 |    135.4 |    113.8 | G4 518km/h | ALS-SPOOL
  11.1 | 11176 | 1.28 |  558 |   16.74 |    132.1 |    110.4 | G4 521km/h | ALS-SPOOL
  11.2 | 11236 | 1.28 |  553 |   16.55 |    129.1 |    107.3 | G4 524km/h | ALS-SPOOL
  11.3 | 11293 | 1.28 |  549 |   16.37 |    126.4 |    104.5 | G4 527km/h | ALS-SPOOL
  11.4 | 11349 | 1.28 |  546 |   16.21 |    124.0 |    101.9 | G4 529km/h | ALS-SPOOL
  11.5 | 11402 | 1.28 |  542 |   16.07 |    121.7 |     99.5 | G4 532km/h | ALS-SPOOL
  11.6 | 11454 | 1.27 |  539 |   15.95 |    119.7 |     97.4 | G4 534km/h | ALS-SPOOL
  11.7 | 11504 | 1.27 |  536 |   15.84 |    117.9 |     95.5 | G4 537km/h | ALS-SPOOL
  11.8 | 11552 | 1.27 |  534 |   15.75 |    116.2 |     93.7 | G4 539km/h | ALS-SPOOL
  11.9 | 11593 | 1.27 |  472 |   15.67 |     82.4 |     65.5 | G4 541km/h | ALS-SPOOL
PEDAL:0.80 ICE:13.2g/s ALS:25.0g/s EXH_AFR:8.4
  12.0 | 11617 | 1.27 | 1098 |   17.56 |    109.2 |     88.1 | G4 542km/h | ALS-BANG
PEDAL:0.80 ICE:13.1g/s ALS:25.0g/s EXH_AFR:8.3
  12.1 | 11791 | 1.28 | 1098 |   92.00 |    219.0 |    175.6 | G4 548km/h | ALS-BANG
PEDAL:0.80 ICE:13.2g/s ALS:25.0g/s EXH_AFR:8.3
  12.2 | 11947 | 1.29 | 1098 |   92.00 |    220.9 |    174.8 | G4 555km/h | ALS-BANG
PEDAL:0.80 ICE:13.2g/s ALS:25.0g/s EXH_AFR:8.4
  12.3 | 12100 | 1.29 | 1098 |   92.00 |    223.1 |    174.2 | G4 562km/h | ALS-BANG
PEDAL:0.80 ICE:13.3g/s ALS:25.0g/s EXH_AFR:8.4
  12.4 | 12252 | 1.30 | 1098 |   92.00 |    225.6 |    173.9 | G4 569km/h | ALS-BANG
PEDAL:0.80 ICE:13.4g/s ALS:25.0g/s EXH_AFR:8.5
  12.5 | 12403 | 1.31 | 1098 |   92.00 |    228.3 |    173.7 | G4 576km/h | ALS-BANG
PEDAL:0.80 ICE:13.5g/s ALS:25.0g/s EXH_AFR:8.6
  12.6 | 12470 | 1.31 | 1150 |    6.49 |      2.7 |      0.0 | G4 582km/h | ALS-BANG
PEDAL:0.80 ICE:13.6g/s ALS:25.0g/s EXH_AFR:8.6
  12.7 | 12425 | 1.31 | 1150 |    6.50 |      2.8 |      0.0 | G4 582km/h | ALS-BANG
PEDAL:0.80 ICE:13.6g/s ALS:25.0g/s EXH_AFR:8.6
  12.8 | 12389 | 1.32 | 1150 |    6.50 |      2.8 |      0.0 | G4 580km/h | ALS-BANG
PEDAL:0.80 ICE:13.6g/s ALS:25.0g/s EXH_AFR:8.6
  12.9 | 12353 | 1.32 | 1150 |    6.50 |      2.9 |      0.0 | G4 578km/h | ALS-BANG
PEDAL:0.80 ICE:13.6g/s ALS:25.0g/s EXH_AFR:8.6
  13.0 | 12318 | 1.32 | 1150 |    6.50 |      2.9 |      0.0 | G4 577km/h | ALS-BANG
PEDAL:0.80 ICE:13.6g/s ALS:25.0g/s EXH_AFR:8.6
  13.1 | 12283 | 1.33 | 1150 |    6.50 |      3.0 |      0.0 | G4 575km/h | ALS-BANG
PEDAL:0.80 ICE:13.6g/s ALS:25.0g/s EXH_AFR:8.6
  13.2 | 12247 | 1.33 | 1150 |    6.50 |      3.0 |      0.0 | G4 573km/h | ALS-BANG
PEDAL:0.80 ICE:13.7g/s ALS:25.0g/s EXH_AFR:8.7
  13.3 | 12213 | 1.33 | 1150 |    6.50 |      3.0 |      0.0 | G4 572km/h | ALS-BANG
PEDAL:0.80 ICE:13.7g/s ALS:25.0g/s EXH_AFR:8.7
  13.4 | 12178 | 1.33 | 1150 |    6.50 |      3.0 |      0.0 | G4 570km/h | ALS-BANG
PEDAL:0.80 ICE:13.7g/s ALS:25.0g/s EXH_AFR:8.7
  13.5 | 12143 | 1.34 | 1150 |    6.50 |      3.0 |      0.0 | G4 568km/h | ALS-BANG
PEDAL:0.80 ICE:13.7g/s ALS:25.0g/s EXH_AFR:8.7
  13.6 | 12109 | 1.34 | 1150 |    6.50 |      3.1 |      0.0 | G4 567km/h | ALS-BANG
PEDAL:0.80 ICE:13.7g/s ALS:25.0g/s EXH_AFR:8.7
  13.7 | 12075 | 1.34 | 1150 |    6.50 |      3.1 |      0.0 | G4 565km/h | ALS-BANG
PEDAL:0.80 ICE:13.7g/s ALS:25.0g/s EXH_AFR:8.7
  13.8 | 12040 | 1.34 | 1150 |    6.50 |      3.1 |      0.0 | G4 564km/h | ALS-BANG
PEDAL:0.80 ICE:13.8g/s ALS:25.0g/s EXH_AFR:8.7
  13.9 | 12006 | 1.34 | 1150 |    6.50 |      3.1 |      0.0 | G4 562km/h | ALS-BANG
  14.0 | 11973 | 1.34 |  460 |    6.94 |      3.5 |      0.0 | G4 560km/h | ALS-SPOOL
  14.1 | 12044 | 1.34 |  533 |   17.91 |    135.8 |    104.5 | G4 562km/h | ALS-SPOOL
  14.2 | 12098 | 1.33 |  532 |   17.84 |    134.2 |    102.8 | G4 564km/h | ALS-SPOOL
  14.3 | 12150 | 1.33 |  532 |   17.78 |    132.9 |    101.4 | G4 567km/h | ALS-SPOOL
  14.4 | 12201 | 1.32 |  532 |   17.74 |    131.6 |    100.0 | G4 569km/h | ALS-SPOOL
  14.5 | 12251 | 1.32 |  532 |   17.71 |    130.6 |     98.8 | G4 571km/h | ALS-SPOOL
  14.6 | 12299 | 1.32 |  531 |   17.69 |    129.6 |     97.7 | G4 574km/h | ALS-SPOOL
  14.7 | 12347 | 1.31 |  531 |   17.67 |    128.8 |     96.7 | G4 576km/h | ALS-SPOOL
  14.8 | 12394 | 1.31 |  531 |   17.67 |    128.1 |     95.8 | G4 578km/h | ALS-SPOOL
  14.9 | 12441 | 1.31 |  531 |   17.67 |    127.4 |     95.0 | G4 580km/h | ALS-SPOOL
  15.0 | 12486 | 1.31 |  530 |   17.67 |    126.9 |     94.2 | G4 583km/h | ALS-SPOOL
  15.1 | 12498 | 1.31 |  460 |    8.22 |      3.1 |      0.0 | G4 584km/h | ALS-SPOOL
  15.2 | 12499 | 1.30 |  458 |   16.59 |     79.8 |     58.3 | G4 584km/h | ALS-SPOOL
  15.3 | 12499 | 1.30 |  458 |   16.54 |     79.3 |     58.0 | G4 584km/h | ALS-SPOOL
  15.4 | 12500 | 1.30 |  458 |   16.74 |     81.2 |     59.4 | G4 584km/h | ALS-SPOOL
  15.5 | 12499 | 1.29 |  464 |    3.66 |      2.7 |      0.0 | G4 584km/h | ALS-SPOOL
  15.6 | 12499 | 1.29 |  463 |    7.36 |      2.9 |      0.0 | G4 584km/h | ALS-SPOOL
  15.7 | 12498 | 1.29 |  462 |   10.06 |     18.6 |     12.0 | G4 584km/h | ALS-SPOOL
  15.8 | 12498 | 1.29 |  462 |   12.01 |     36.8 |     25.8 | G4 584km/h | ALS-SPOOL
  15.9 | 12497 | 1.28 |  461 |   13.44 |     50.0 |     35.9 | G4 584km/h | ALS-SPOOL
  16.0 | 12498 | 1.28 |  461 |   14.47 |     59.7 |     43.2 | G4 584km/h | ALS-SPOOL
  16.1 | 12498 | 1.28 |  461 |   15.22 |     66.7 |     48.5 | G4 584km/h | ALS-SPOOL
  16.2 | 12498 | 1.28 |  461 |   15.76 |     71.7 |     52.4 | G4 584km/h | ALS-SPOOL
  16.3 | 12499 | 1.28 |  461 |   16.15 |     75.4 |     55.2 | G4 584km/h | ALS-SPOOL
  16.4 | 12499 | 1.28 |  522 |   16.44 |    112.1 |     83.2 | G4 584km/h | ALS-SPOOL
  16.5 | 12500 | 1.28 |  467 |    2.50 |      2.4 |      0.0 | G4 584km/h | ALS-SPOOL
  16.6 | 12499 | 1.28 |  466 |    6.46 |      2.6 |      0.0 | G4 584km/h | ALS-SPOOL
